n_pos,n_neg,rho_pos,rho_neg,T,burn_in,n_runs,seed,strategy_pos,strategy_neg,strategy_kwargs_pos,strategy_kwargs_neg,threshold,wl_n_iter,n_positive_wins,positive_win_probability,mean_mean_magnetization,std_mean_magnetization,mean_var_magnetization,std_var_magnetization,mean_mean_positive_fraction,std_mean_positive_fraction,mean_mean_negative_fraction,std_mean_negative_fraction,mean_time_to_first_sign_change,std_time_to_first_sign_change,mean_time_to_first_crossing_above_threshold,std_time_to_first_crossing_above_threshold,mean_fraction_time_above_threshold,std_fraction_time_above_threshold,mean_fraction_time_below_threshold,std_fraction_time_below_threshold,mean_stabilization_time,std_stabilization_time,mean_delta_psi_centrality,std_delta_psi_centrality,mean_delta_psi_degree,std_delta_psi_degree,mean_delta_psi_degree_norm,std_delta_psi_degree_norm,mean_delta_psi_dispersion,std_delta_psi_dispersion,mean_delta_psi_hybrid,std_delta_psi_hybrid,mean_delta_psi_rho,std_delta_psi_rho,mean_delta_psi_size,std_delta_psi_size,mean_delta_psi_wl,std_delta_psi_wl,mean_neg_psi_centrality,std_neg_psi_centrality,mean_neg_psi_degree,std_neg_psi_degree,mean_neg_psi_degree_norm,std_neg_psi_degree_norm,mean_neg_psi_dispersion,std_neg_psi_dispersion,mean_neg_psi_hybrid,std_neg_psi_hybrid,mean_neg_psi_rho,std_neg_psi_rho,mean_neg_psi_size,std_neg_psi_size,mean_neg_psi_wl,std_neg_psi_wl,mean_pos_psi_centrality,std_pos_psi_centrality,mean_pos_psi_degree,std_pos_psi_degree,mean_pos_psi_degree_norm,std_pos_psi_degree_norm,mean_pos_psi_dispersion,std_pos_psi_dispersion,mean_pos_psi_hybrid,std_pos_psi_hybrid,mean_pos_psi_rho,std_pos_psi_rho,mean_pos_psi_size,std_pos_psi_size,mean_pos_psi_wl,std_pos_psi_wl,mean_diff_degree_sum,std_diff_degree_sum,mean_diff_pagerank_sum,std_diff_pagerank_sum,mean_diff_dispersion_score,std_diff_dispersion_score,mean_distance_advantage_pos,std_distance_advantage_pos,mean_wl_overlap_fraction_union,std_wl_overlap_fraction_union,mean_diff_wl_coverage_fraction,std_diff_wl_coverage_fraction,graph_n_nodes,graph_n_edges,graph_density,graph_average_degree,graph_degree_variance,graph_degree_skewness,graph_degree_moment_1,graph_degree_moment_2,graph_clustering_coefficient,graph_average_shortest_path_length,graph_largest_component_size,graph_largest_component_fraction,graph_is_connected,graph_degree_assortativity,graph_laplacian_lambda2
20,50,0.025,0.0625,30000,6000,8,202244314,random,random,{},{},0.0,3,0,0.0,-0.3616947135416667,0.09180020177313106,0.013325226937372488,0.00832785110039087,0.31915264322917003,0.04590010088656502,0.68084735677083,0.04590010088656506,1781.0,2144.5813111187927,1780.3333333333333,2143.4281731220512,0.003796875,0.01073918423927069,0.996203125,0.010739184239270706,nan,nan,-0.04036329197436899,0.004582116651558744,-194.625,24.76712971431519,-0.04069949811794228,0.0051792408436460045,0.0042298738026105495,0.011663166344103089,-0.032360343270888214,0.0018043460585600295,-0.0375,0.0,-30.0,0.0,-0.0375,0.0,0.06345193631857406,0.007017952062528097,303.75,39.50316443020736,0.06351944792973652,0.00826080393772634,0.5000069950580066,0.0037517148227915404,0.12848285603410875,0.002857013550970145,0.0625,0.0,50.0,0.0,0.0625,0.0,0.023088644344205073,0.004926211202780305,109.125,27.61695907538389,0.022819949811794228,0.005775190103593452,0.5042368688606171,0.010124357606596612,0.09612251276322055,0.0015534428236049097,0.025,0.0,20.0,0.0,0.025,0.0,-194.625,24.76712971431519,-0.04036329197436899,0.004582116651558744,0.017701185272730638,0.04723747975895114,-0.3580479452054795,0.06772143530306148,0.0,0.0,-0.0375,0.0,800.0,2391.0,0.007481226533166458,5.9775,50.22699375,6.465061540521813,5.9775,85.9575,0.03911000624084402,3.387631414267835,800.0,1.0,1.0,-0.08318263229810469,1.2369048627213342
30,10,0.0375,0.0125,30000,6000,8,1130604997,random,random,{},{},0.0,3,7,0.875,0.35124472656249944,0.19587992829733303,0.022791740831351524,0.011106099775188408,0.6756223632812464,0.09793996414866453,0.32437763671875364,0.09793996414866454,1702.5,2665.8542988800314,27.375,53.99454337510147,0.9083541666666667,0.19818873780730023,0.09164583333333333,0.19818873780730023,nan,nan,0.027651031548184452,0.008527533588824365,134.5,47.446210145203985,0.028126306984525302,0.009921833991050602,-0.009814694271835733,0.010608758002054915,0.020872003303808492,0.003834223050194497,0.024999999999999998,0.0,20.0,0.0,0.024999999999999998,0.0,0.011684508382889931,0.0021315424400383683,54.75,11.609724987514316,0.01144918444165621,0.0024277969442731734,0.510757994256932,0.014271918007416553,0.08687091369311947,0.0019737945865006172,0.0125,0.0,10.0,0.0,0.0125,0.0,0.03933553993107439,0.008222060283821973,189.25,45.796911935818805,0.03957549142618151,0.009576936833086325,0.5009432999850962,0.006492383283343892,0.10774291699692796,0.0029645827446831623,0.0375,0.0,30.0,0.0,0.0375,0.0,134.5,47.446210145203985,0.027651031548184452,0.008527533588824365,-0.04139467017186671,0.04417605545961517,0.5034539473684211,0.10867346316721052,0.0,0.0,0.024999999999999998,0.0,800.0,2391.0,0.007481226533166458,5.9775,50.22699375,6.465061540521813,5.9775,85.9575,0.03911000624084402,3.387631414267835,800.0,1.0,1.0,-0.08318263229810469,1.23690486272136
30,20,0.0375,0.025,30000,6000,8,2095133045,random,random,{},{},0.0,3,6,0.75,0.09505380208333336,0.21724537385313233,0.013151398728363725,0.005684598475311668,0.5475269010416657,0.10862268692656368,0.4524730989583343,0.10862268692656372,3670.1428571428573,4342.4280622930855,1010.625,1445.540130144142,0.6337864583333332,0.37158464517590867,0.3662135416666667,0.37158464517590867,nan,nan,0.010446662000800338,0.012926275183449899,48.375,71.60793551395982,0.010116060225846928,0.014974474176905025,0.009231365341712844,0.013180334046137865,0.011175325880303354,0.004394294959565057,0.012499999999999997,0.0,10.0,0.0,0.012499999999999997,0.0,0.028142360272953512,0.007525721270877129,136.625,41.6136567555824,0.028570681723128398,0.008702144867332163,0.49607862334015285,0.009055301416038912,0.09691153210411786,0.0022276460014129876,0.025,0.0,20.0,0.0,0.025,0.0,0.038589022273753854,0.01035747262924912,185.0,57.51521537819362,0.038686741948975326,0.01202743943500494,0.5053099886818657,0.009029121057818208,0.10808685798442122,0.0034163915246358516,0.0375,0.0,30.0,0.0,0.0375,0.0,48.375,71.60793551395982,0.010446662000800338,0.012926275183449899,0.03705072991332195,0.05334295627045147,0.09666666666666662,0.16177585905019504,0.0,0.0,0.012499999999999997,0.0,800.0,2391.0,0.007481226533166458,5.9775,50.22699375,6.465061540521813,5.9775,85.9575,0.03911000624084402,3.387631414267835,800.0,1.0,1.0,-0.08318263229810469,1.236904862721367
30,30,0.0375,0.0375,30000,6000,8,1580016183,random,random,{},{},0.0,3,5,0.625,-0.009694492187500011,0.19850787519879287,0.01073168271483156,0.005743657153177373,0.49515275390625013,0.09925393759939419,0.5048472460937499,0.09925393759939416,3536.0,8103.103021153598,154.625,192.47926604479468,0.5403958333333334,0.45355137001016244,0.4596041666666667,0.45355137001016244,nan,nan,-0.005052975180785159,0.012170337221509871,-28.25,66.43095233828451,-0.005907570054370556,0.013891876273166985,0.0020955149243746113,0.007339598660447,-0.001753322280373502,0.004477275497272456,0.0,0.0,0.0,0.0,0.0,0.0,0.03868449339442165,0.00861317033586464,186.0,47.025828769183555,0.03889585947302384,0.009833924878541104,0.49820722366354186,0.003950476081441234,0.1070946343650896,0.003305310861957065,0.0375,0.0,30.0,0.0,0.0375,0.0,0.03363151821363648,0.0040407378949089325,157.75,22.263037913610468,0.03298828941865328,0.004655591366292444,0.5003027385879165,0.0045987520282888255,0.10534131208471612,0.0014315080907910708,0.0375,0.0,30.0,0.0,0.0375,0.0,-28.25,66.43095233828451,-0.005052975180785159,0.012170337221509871,0.008397689235686082,0.02943895167665339,-0.06182432432432425,0.11865702558795924,0.0,0.0,0.0,0.0,800.0,2391.0,0.007481226533166458,5.9775,50.22699375,6.465061540521813,5.9775,85.9575,0.03911000624084402,3.387631414267835,800.0,1.0,1.0,-0.08318263229810469,1.2369048627213555
30,40,0.0375,0.05,30000,6000,8,1634535062,random,random,{},{},0.0,3,1,0.125,-0.16065173177083342,0.14314291183723182,0.00719794352485217,0.0034587252119173935,0.41967413411458465,0.0715714559186144,0.5803258658854153,0.0715714559186144,5130.285714285715,5748.7798622631135,4898.0,5903.285554107419,0.16729166666666667,0.21351802598524305,0.8327083333333334,0.21351802598524303,nan,nan,-0.016989711539566275,0.005387018005967364,-85.25,30.367981258461775,-0.017827268925135926,0.00635047705112124,0.010135859600457785,0.011926360148148603,-0.010969165183728903,0.0017855338508009713,-0.012500000000000004,0.0,-10.0,0.0,-0.012500000000000004,0.0,0.05125413761293657,0.004202605303671533,246.25,23.013970912097225,0.05149519029694689,0.004812624615662321,0.4962906300190216,0.007630980648098751,0.11746691110678464,0.0016447779626267433,0.05,0.0,40.0,0.0,0.05,0.0,0.0342644260733703,0.00293206313440814,161.0,17.221249332479584,0.03366792137181096,0.003601265021430278,0.5064264896194793,0.009779132302283274,0.10649774592305573,0.0008778465605073932,0.0375,0.0,30.0,0.0,0.0375,0.0,-85.25,30.367981258461775,-0.016989711539566275,0.005387018005967364,0.041048844585626285,0.04754107067072049,-0.13493150684931507,0.03050829787852057,0.0,0.0,-0.012500000000000004,0.0,800.0,2391.0,0.007481226533166458,5.9775,50.22699375,6.465061540521813,5.9775,85.9575,0.03911000624084402,3.387631414267835,800.0,1.0,1.0,-0.08318263229810469,1.2369048627213897
30,50,0.0375,0.0625,30000,6000,8,1540770719,random,random,{},{},0.0,3,0,0.0,-0.16951692708333344,0.11345838439468961,0.01215703291280655,0.012429752899303379,0.4152415364583347,0.05672919219734358,0.5847584635416652,0.056729192197343535,2287.0,3774.089135142412,1985.5,3894.8009833623078,0.18801562500000002,0.2429584327991197,0.811984375,0.24295843279911972,nan,nan,-0.020221629693668253,0.007334095304412754,-92.5,40.96688558196381,-0.019343370974487663,0.008566893680879088,-0.0027214203290327685,0.008428416689499754,-0.019678392890425604,0.003097974073068613,-0.025,0.0,-20.0,0.0,-0.025,0.0,0.06102642886666875,0.005165451849742994,290.75,29.29041774076586,0.060800920117105806,0.006125139636295662,0.49972342738728237,0.0054562917651880686,0.1274888361490794,0.0015745311759849435,0.0625,0.0,50.0,0.0,0.0625,0.0,0.0408047991730005,0.00803435679547566,198.25,45.21614755814564,0.04145754914261815,0.009455488824371736,0.4970020070582497,0.010246020977582706,0.1078104432586538,0.0027724651738240307,0.0375,0.0,30.0,0.0,0.0375,0.0,-92.5,40.96688558196381,-0.020221629693668253,0.007334095304412754,-0.010296041331306197,0.0335873289550218,-0.14340277777777774,0.0878528097539165,0.0,0.0,-0.025,0.0,800.0,2391.0,0.007481226533166458,5.9775,50.22699375,6.465061540521813,5.9775,85.9575,0.03911000624084402,3.387631414267835,800.0,1.0,1.0,-0.08318263229810469,1.236904862721363
40,10,0.05,0.0125,30000,6000,8,1688060240,random,random,{},{},0.0,3,7,0.875,0.40028766927083287,0.16751587536906223,0.016237853760132998,0.013270236838762982,0.700143834635413,0.08375793768452944,0.299856165364587,0.08375793768452942,1512.3333333333333,1875.273402289206,1.0,0.0,0.92296875,0.21787727695310496,0.07703125,0.21787727695310494,nan,nan,0.03900390964785182,0.012172866152069518,187.625,68.71460127637668,0.03923567544960267,0.01436942728489684,-0.014218649822757237,0.02274040071049725,0.030349688933947343,0.0027792733888173005,0.037500000000000006,0.0,30.0,0.0,0.037500000000000006,0.0,0.012039885227540804,0.002977662185882518,57.375,17.24559985288173,0.011998117942283563,0.0036063571419660666,0.5092263990578745,0.013401929818276728,0.08683330113848042,0.001280602886843254,0.0125,0.0,10.0,0.0,0.0125,0.0,0.051043794875392616,0.009843782527291532,245.0,55.39726656485086,0.05123379339188624,0.011584539223097209,0.4950077492351172,0.014225489577269221,0.11718299007242775,0.0022743645125769068,0.05,0.0,40.0,0.0,0.05,0.0,187.625,68.71460127637668,0.03900390964785182,0.012172866152069518,-0.05735104097096064,0.08955042946386181,0.5641666666666667,0.18274164259004547,0.0,0.0,0.037500000000000006,0.0,800.0,2391.0,0.007481226533166458,5.9775,50.22699375,6.465061540521813,5.9775,85.9575,0.03911000624084402,3.387631414267835,800.0,1.0,1.0,-0.08318263229810469,1.2369048627212962
40,20,0.05,0.025,30000,6000,8,1102145672,random,random,{},{},0.0,3,8,1.0,0.22440483072916678,0.10480313706093407,0.009335983767796499,0.004524972956547445,0.6122024153645814,0.05240156853046585,0.3877975846354186,0.052401568530465806,4475.666666666667,5767.319076775043,1.0,0.0,0.9723958333333333,0.07410228612886254,0.027604166666666666,0.07410228612886251,nan,nan,0.02351143965439431,0.006172138339883401,110.625,33.970312669405075,0.023133626097867004,0.007103787676579897,0.004866622030754046,0.015071689674376281,0.02132676243886656,0.002342011316641883,0.025,0.0,20.0,0.0,0.025,0.0,0.025615036678647257,0.004945861992136431,123.75,27.773317102160174,0.025878293601003764,0.0058078873070180215,0.49391786354045386,0.008637048994226211,0.09564508229141938,0.0024094995596147047,0.025,0.0,20.0,0.0,0.025,0.0,0.04912647633304157,0.005507516243843372,234.375,30.840314524984986,0.04901191969887077,0.006449250214342323,0.4987844855712078,0.007702762190508536,0.11697184473028595,0.0015948020347483223,0.05,0.0,40.0,0.0,0.05,0.0,110.625,33.970312669405075,0.02351143965439431,0.006172138339883401,0.019099308363815126,0.059126284916145314,0.2413851351351351,0.06817081098164093,0.0,0.0,0.025,0.0,800.0,2391.0,0.007481226533166458,5.9775,50.22699375,6.465061540521813,5.9775,85.9575,0.03911000624084402,3.387631414267835,800.0,1.0,1.0,-0.08318263229810469,1.2369048627213037
40,30,0.05,0.0375,30000,6000,8,275121930,random,random,{},{},0.0,3,7,0.875,0.17247088541666658,0.1627857160126496,0.02260124845576714,0.024846895268019958,0.5862354427083316,0.08139285800632334,0.4137645572916684,0.08139285800632334,829.8571428571429,1477.351056065261,44.0,94.76436943432755,0.8455104166666667,0.2142474888607447,0.15448958333333332,0.21424748886074468,nan,nan,0.017253962400883765,0.00822242706614812,86.125,46.71016255285659,0.018010246758678378,0.009767913540957043,0.00038285729394511164,0.013789564890871221,0.012611014959629203,0.002734734515697492,0.012500000000000004,0.0,10.0,0.0,0.012500000000000004,0.0,0.0344713333517184,0.003529040059246415,162.125,19.223776201063398,0.03390317858636554,0.004020028482029149,0.5007018240978373,0.00592298076171826,0.10572138611990353,0.0019333930517366322,0.0375,0.0,30.0,0.0,0.0375,0.0,0.05172529575260215,0.010216845980553748,248.25,57.59402250730043,0.05191342534504391,0.012043919386721124,0.5010846813917824,0.009415113678047426,0.11833240107953272,0.0036062721859389233,0.05,0.0,40.0,0.0,0.05,0.0,86.125,46.71016255285659,0.017253962400883765,0.00822242706614812,0.0019183532519748692,0.05547467855893678,0.1253424657534246,0.05286728163875287,0.0,0.0,0.012500000000000004,0.0,800.0,2391.0,0.007481226533166458,5.9775,50.22699375,6.465061540521813,5.9775,85.9575,0.03911000624084402,3.387631414267835,800.0,1.0,1.0,-0.08318263229810469,1.2369048627213306
40,40,0.05,0.05,30000,6000,8,1803345590,random,random,{},{},0.0,3,1,0.125,-0.04959576822916669,0.08019209801580453,0.012157446685781535,0.007731166336430015,0.47520211588541716,0.040096049007901424,0.5247978841145828,0.04009604900790141,564.375,631.5174327420763,306.375,470.0793056191993,0.3448541666666667,0.21758398533578516,0.6551458333333333,0.21758398533578516,nan,nan,-0.0013924339053392647,0.007626073225762697,-7.125,43.06618660354581,-0.001489962358845672,0.009005894312744836,0.002071220821577957,0.00604290600823267,-0.00021080370235928778,0.0027048025822452096,0.0,0.0,0.0,0.0,0.0,0.0,0.04805848839229647,0.00661571545314521,227.5,36.51614124505178,0.04757423672103722,0.007636165044971096,0.503539262691834,0.006718661701010865,0.11718187225613813,0.0019408892053127558,0.05,0.0,40.0,0.0,0.05,0.0,0.04666605448695721,0.00756138995954146,220.375,42.53716862093332,0.04608427436219155,0.008895267382043772,0.505610483513412,0.004712236901822044,0.11697106855377884,0.003053614690363707,0.05,0.0,40.0,0.0,0.05,0.0,-7.125,43.06618660354581,-0.0013924339053392647,0.007626073225762697,0.008278607783820294,0.024177244096274732,0.0078125,0.060798884480362296,0.0,0.0,0.0,0.0,800.0,2391.0,0.007481226533166458,5.9775,50.22699375,6.465061540521813,5.9775,85.9575,0.03911000624084402,3.387631414267835,800.0,1.0,1.0,-0.08318263229810469,1.2369048627213752
40,50,0.05,0.0625,30000,6000,8,967196436,random,random,{},{},0.0,3,3,0.375,-0.06344739583333339,0.1669991060569546,0.007457877236957477,0.0032268733204818753,0.46827630208333393,0.08349955302847546,0.5317236979166661,0.0834995530284755,3232.714285714286,7664.927999537585,3127.5714285714284,7706.750414563907,0.4068333333333333,0.3798589173930446,0.5931666666666666,0.3798589173930446,nan,nan,-0.012549742442896361,0.0136710406977853,-60.375,76.58223870920911,-0.01262547051442911,0.01601468814496217,0.002431430854384402,0.0088105666346645,-0.010304200051892526,0.005730887194590568,-0.012499999999999997,0.0,-10.0,0.0,-0.012499999999999997,0.0,0.06360901276131885,0.01026243930424509,305.0,57.65661899804492,0.06378084483479715,0.012057009409879738,0.49962333578212276,0.0047391154384516625,0.12851679605949742,0.003633949966571618,0.0625,0.0,50.0,0.0,0.0625,0.0,0.05105927031842249,0.005775475003519165,244.625,32.74550132679079,0.05115537432036804,0.00684765816118586,0.5020547666365072,0.00960602551661937,0.11821259600760489,0.002497276010663183,0.05,0.0,40.0,0.0,0.05,0.0,-60.375,76.58223870920911,-0.012549742442896361,0.0136710406977853,0.010251185209348118,0.035314141928931626,-0.079225352112676,0.1089571128926915,0.0,0.0,-0.012499999999999997,0.0,800.0,2391.0,0.007481226533166458,5.9775,50.22699375,6.465061540521813,5.9775,85.9575,0.03911000624084402,3.387631414267835,800.0,1.0,1.0,-0.08318263229810469,1.2369048627213843
